EDA_1646667379.000000,EDA_id,TEMP_1646667379.000000,BVP_1646667379.00,HR_1646667389.000000
4.0,S32,4.0,64.0,1.0
0.0,S32,30.01,-0.0,56.0
0.098662,S32,30.01,-0.0,56.0
0.140946,S32,30.01,-0.0,55.0
0.142228,S32,30.01,-0.0,54.5
0.143509,S32,30.01,-0.0,54.2
0.143509,S32,30.01,-0.0,54.33
0.142228,S32,30.01,-0.0,54.43
0.143509,S32,30.01,-0.0,54.62
0.143509,S32,30.01,-0.0,54.78
0.143509,S32,30.01,-0.0,54.9
0.142228,S32,30.01,0.0,55.0
0.143509,S32,30.01,0.01,55.17
0.143509,S32,30.01,0.01,55.31
0.143509,S32,30.01,-0.0,55.36
0.143509,S32,30.01,-0.03,55.4
0.143509,S32,30.01,-0.05,55.44
0.14479,S32,30.03,-0.05,55.47
0.14479,S32,30.03,0.0,55.44
0.146072,S32,30.03,0.13,55.37
0.14479,S32,30.03,0.36,55.3
0.146072,S32,29.99,0.66,55.24
0.143509,S32,29.99,1.01,55.23
0.143509,S32,29.99,1.37,55.22
0.14479,S32,29.99,1.72,55.25
0.14479,S32,30.03,2.06,55.32
0.146072,S32,30.03,2.4,55.42
0.14479,S32,30.03,2.79,55.48
0.146072,S32,30.03,3.24,55.5
0.14479,S32,30.03,3.8,55.48
0.14479,S32,30.03,4.42,55.43
0.146072,S32,30.03,5.06,55.35
0.147353,S32,30.03,5.66,55.25
0.147353,S32,30.05,6.2,55.12
0.146072,S32,30.05,6.68,55.0
0.146072,S32,30.05,7.15,54.91
0.147353,S32,30.05,7.68,54.89
0.147353,S32,30.03,8.31,54.84
0.147353,S32,30.03,9.14,54.79
0.147353,S32,30.03,10.09,54.74
0.146072,S32,30.03,11.04,54.67
0.148634,S32,30.01,11.88,54.54
0.147353,S32,30.01,12.56,54.4
0.148634,S32,30.01,13.14,54.42
0.148634,S32,30.01,13.76,54.77
0.147353,S32,30.03,14.65,55.24
0.147353,S32,30.03,15.96,55.7
0.147353,S32,30.03,17.91,56.11
0.148634,S32,30.03,20.32,56.52
0.148634,S32,30.03,22.9,56.96
0.149916,S32,30.03,25.38,57.44
0.147353,S32,30.03,27.58,57.94
0.148634,S32,30.03,29.57,58.42
0.149916,S32,30.05,31.68,58.87
0.149916,S32,30.05,34.32,59.3
0.149916,S32,30.05,37.81,59.75
0.149916,S32,30.05,42.54,60.16
0.148634,S32,30.03,48.15,60.58
0.148634,S32,30.03,54.1,60.97
0.149916,S32,30.03,59.83,61.34
0.149916,S32,30.03,64.97,61.7
0.149916,S32,30.05,69.58,62.23
0.148634,S32,30.05,74.14,62.73
0.149916,S32,30.05,79.34,63.32
0.149916,S32,30.05,85.71,63.82
0.151197,S32,30.07,93.76,64.28
0.151197,S32,30.07,103.0,64.53
