id,EDA,TEMP,BVP,HR
S06,4.0,4.0,64.0,1.0
S06,0.0,27.73,-0.0,58.0
S06,0.105069,27.73,-0.0,61.0
S06,0.14479,27.73,-0.0,61.67
S06,0.142228,27.73,-0.0,62.75
S06,0.142228,27.73,-0.0,63.4
S06,0.142228,27.73,-0.0,64.17
S06,0.143509,27.73,-0.0,65.29
S06,0.142228,27.73,-0.0,66.38
S06,0.142228,27.75,-0.0,67.0
S06,0.142228,27.75,-0.0,67.5
S06,0.142228,27.75,0.0,68.0
S06,0.14479,27.75,0.01,68.42
S06,0.14479,27.75,0.01,68.85
S06,0.142228,27.75,-0.0,69.21
S06,0.143509,27.75,-0.03,69.33
S06,0.143509,27.75,-0.05,69.38
S06,0.143509,27.77,-0.05,68.88
S06,0.142228,27.77,0.0,68.39
S06,0.14479,27.77,0.13,68.0
S06,0.143509,27.77,0.36,67.85
S06,0.146072,27.73,0.66,67.67
S06,0.143509,27.73,1.01,67.55
S06,0.143509,27.73,1.37,67.52
S06,0.143509,27.73,1.72,67.5
S06,0.14479,27.75,2.06,67.56
S06,0.143509,27.75,2.4,67.54
S06,0.148634,27.75,2.79,67.48
S06,0.14479,27.75,3.24,67.5
S06,0.14479,27.73,3.8,67.48
S06,0.14479,27.73,4.42,67.5
S06,0.143509,27.73,5.06,67.52
S06,0.143509,27.73,5.66,67.56
S06,0.143509,27.75,6.2,67.55
S06,0.143509,27.75,6.68,67.5
S06,0.14479,27.75,7.15,67.46
S06,0.14479,27.75,7.68,67.89
S06,0.143509,27.75,8.31,68.27
S06,0.14479,27.75,9.14,68.66
S06,0.143509,27.75,10.09,69.05
S06,0.142228,27.75,11.04,69.45
S06,0.143509,27.75,11.88,69.83
S06,0.143509,27.75,12.56,70.17
S06,0.143509,27.75,13.14,70.49
S06,0.142228,27.75,13.76,70.75
S06,0.143509,27.75,14.65,70.96
S06,0.142228,27.75,15.96,71.11
S06,0.142228,27.75,17.91,71.21
S06,0.142228,27.75,20.32,71.33
S06,0.143509,27.75,22.9,71.45
S06,0.143509,27.75,25.38,71.56
S06,0.142228,27.75,27.58,71.67
S06,0.142228,27.75,29.57,71.77
S06,0.140946,27.75,31.68,71.87
S06,0.140946,27.75,34.32,71.96
S06,0.140946,27.75,37.81,72.05
S06,0.139665,27.75,42.54,72.12
S06,0.140946,27.75,48.15,72.19
S06,0.142228,27.75,54.1,72.24
S06,0.140946,27.75,59.83,72.29
S06,0.139665,27.75,64.97,72.33
S06,0.139665,27.75,69.58,72.6
S06,0.139665,27.75,74.14,72.73
S06,0.138384,27.75,79.34,72.85
S06,0.139665,27.75,85.71,72.9
S06,0.140946,27.77,93.76,72.93
S06,0.140946,27.77,103.0,72.93
S06,0.140946,27.77,112.62,72.87
