id,EDA,TEMP,BVP,HR
S04,4.0,4.0,64.0,1.0
S04,0.0,33.99,-0.0,83.0
S04,0.831534,33.99,-0.0,83.0
S04,1.177739,33.99,-0.0,75.33
S04,1.008683,33.99,-0.0,70.5
S04,1.00612,33.99,-0.0,67.4
S04,1.008683,33.99,-0.0,66.33
S04,1.011245,33.99,-0.0,67.14
S04,1.007402,33.99,-0.0,67.75
S04,1.008683,33.97,-0.0,68.11
S04,1.011245,33.97,-0.0,68.5
S04,1.011245,33.97,0.0,69.09
S04,1.011245,33.97,0.01,69.83
S04,1.009964,33.97,0.01,70.38
S04,1.011245,33.97,-0.0,70.86
S04,1.011245,33.97,-0.03,71.33
S04,1.013808,33.97,-0.05,72.0
S04,1.008683,33.97,-0.05,72.71
S04,1.011245,33.97,0.0,73.39
S04,1.011245,33.97,0.13,74.0
S04,1.009964,33.97,0.36,74.6
S04,1.008683,33.99,0.66,75.19
S04,1.007402,33.99,1.01,75.77
S04,1.007402,33.99,1.37,76.3
S04,1.007402,33.99,1.72,76.79
S04,1.00612,33.97,2.06,77.24
S04,1.004839,33.97,2.4,77.65
S04,1.009964,33.97,2.79,78.07
S04,1.004839,33.97,3.24,78.5
S04,1.003558,33.93,3.8,78.93
S04,1.012527,33.93,4.42,79.33
S04,1.013808,33.93,5.06,79.74
S04,1.013808,33.93,5.66,80.12
S04,1.01637,33.95,6.2,80.45
S04,1.029183,33.95,6.68,80.74
S04,1.031745,33.95,7.15,80.94
S04,1.045839,33.95,7.68,81.11
S04,1.05737,33.93,8.31,81.24
S04,1.07787,33.93,9.14,81.34
S04,1.072745,33.93,10.09,81.41
S04,1.07787,33.93,11.04,81.47
S04,1.079152,33.95,11.88,81.54
S04,1.081714,33.95,12.56,81.6
S04,1.079152,33.95,13.14,81.63
S04,1.081714,33.95,13.76,81.66
S04,1.067621,33.93,14.65,81.67
S04,1.045839,33.93,15.96,81.65
S04,1.035589,33.93,17.91,81.62
S04,1.027902,33.93,20.32,81.58
S04,1.030464,33.91,22.9,81.53
S04,1.02662,33.91,25.38,81.4
S04,1.02662,33.91,27.58,81.27
S04,1.034308,33.91,29.58,81.13
S04,1.034308,33.91,31.68,81.0
