id,EDA,TEMP,BVP,HR
S21,4.0,4.0,64.0,1.0
S21,0.0,31.69,-0.0,59.0
S21,0.830302,31.69,-0.0,58.5
S21,1.088117,31.69,-0.0,80.0
S21,0.844733,31.69,-0.0,84.5
S21,0.84217,31.69,-0.0,82.4
S21,0.844733,31.69,-0.0,78.0
S21,0.840889,31.69,-0.0,74.86
S21,0.839608,31.69,-0.0,72.5
S21,0.839608,31.67,-0.0,70.67
S21,0.838326,31.67,-0.0,69.2
S21,0.839608,31.67,0.0,68.18
S21,0.839608,31.67,0.01,67.5
S21,0.838326,31.67,0.01,66.77
S21,0.838326,31.67,-0.0,66.79
S21,0.834482,31.67,-0.03,66.8
S21,0.828076,31.67,-0.05,66.88
S21,0.835764,31.65,-0.05,66.94
S21,0.828076,31.65,0.0,67.11
S21,0.830638,31.65,0.13,67.21
S21,0.866516,31.65,0.36,67.3
S21,0.92802,31.63,0.66,67.52
S21,0.929301,31.63,1.01,67.68
S21,0.887017,31.63,1.37,67.83
S21,0.858828,31.63,1.72,67.96
S21,0.852421,31.67,2.06,68.08
S21,0.844733,31.67,2.4,68.19
S21,0.843452,31.67,2.79,68.37
S21,0.838326,31.67,3.24,68.61
S21,0.840889,31.63,3.8,68.83
S21,0.813981,31.63,4.42,69.03
S21,0.802449,31.63,5.06,69.23
S21,0.797324,31.63,5.66,69.44
S21,0.798605,31.61,6.2,69.67
S21,0.794761,31.61,6.68,69.88
S21,0.792199,31.61,7.15,70.11
S21,0.801168,31.61,7.68,70.33
S21,0.815262,31.61,8.31,70.54
S21,0.816544,31.61,9.14,70.74
S21,0.816544,31.61,10.09,70.92
S21,0.8127,31.61,11.04,71.05
S21,0.813981,31.63,11.88,71.15
S21,0.810137,31.63,12.56,71.38
S21,0.815262,31.63,13.14,71.65
S21,0.815262,31.63,13.76,71.89
S21,0.816544,31.59,14.65,72.11
S21,0.811419,31.59,15.96,72.35
S21,0.810137,31.59,17.91,72.43
S21,0.806293,31.59,20.32,72.48
S21,0.799887,31.61,22.9,72.63
S21,0.802449,31.61,25.38,72.76
S21,0.802449,31.61,27.58,72.92
S21,0.802449,31.61,29.57,73.0
S21,0.801168,31.57,31.68,73.13
S21,0.798605,31.57,34.32,73.26
S21,0.799887,31.57,37.81,73.36
S21,0.801168,31.57,42.54,73.38
S21,0.790917,31.57,48.15,73.39
S21,0.761447,31.57,54.1,73.4
S21,0.761447,31.57,59.83,73.27
S21,0.760165,31.57,64.97,73.2
S21,0.758884,31.57,69.58,73.4
S21,0.748633,31.57,74.14,73.55
S21,0.751196,31.57,79.34,72.63
S21,0.742227,31.57,85.71,72.13
S21,0.739664,31.55,93.76,72.03
S21,0.742227,31.55,103.0,72.23
S21,0.737101,31.55,112.62,72.43
S21,0.731976,31.55,121.73,72.65
S21,0.734539,31.55,129.77,72.83
S21,0.734539,31.55,136.75,73.02
S21,0.728132,31.55,143.3,73.18
