id,EDA,TEMP,BVP,HR
S02,4.0,4.0,64.0,1.0
S02,0.0,34.79,-0.0,118.0
S02,0.622764,34.79,-0.0,113.5
S02,0.759875,34.79,-0.0,93.0
S02,0.883157,34.79,-0.0,93.25
S02,0.646097,34.79,-0.0,86.4
S02,0.649941,34.79,-0.0,81.83
S02,0.656348,34.79,-0.0,79.71
S02,0.666599,34.79,-0.0,78.12
S02,0.667881,34.79,-0.0,76.67
S02,0.660192,34.79,-0.0,75.6
S02,0.664036,34.79,0.0,74.82
S02,0.666599,34.79,0.01,74.17
S02,0.669162,34.68,0.01,73.46
S02,0.678132,34.68,-0.0,72.21
S02,0.683258,34.68,-0.03,71.13
S02,0.680695,34.68,-0.05,70.19
S02,0.681976,34.66,-0.05,69.29
S02,0.680695,34.66,0.0,69.44
S02,0.681976,34.66,0.13,69.53
S02,0.697353,34.66,0.36,69.65
S02,0.696072,34.61,0.66,69.62
S02,0.697353,34.61,1.01,69.59
S02,0.696072,34.61,1.37,69.57
S02,0.702479,34.61,1.72,69.54
S02,0.701197,34.47,2.06,69.48
S02,0.708886,34.47,2.4,69.46
S02,0.701197,34.47,2.79,69.44
S02,0.658911,34.47,3.24,69.43
S02,0.63969,34.41,3.8,69.45
S02,0.608936,34.41,4.42,69.47
S02,0.610217,34.41,5.06,69.48
S02,0.608936,34.41,5.66,69.5
S02,0.61278,34.45,6.2,69.55
S02,0.620468,34.45,6.68,69.56
S02,0.617906,34.45,7.15,69.57
S02,0.619187,34.45,7.68,69.61
S02,0.619187,34.75,8.31,69.57
S02,0.624313,34.75,9.14,69.47
S02,0.616624,34.75,10.09,69.41
S02,0.615343,34.75,11.04,69.3
S02,0.617906,34.77,11.88,69.2
S02,0.611499,34.77,12.56,69.07
S02,0.614061,34.77,13.14,69.56
S02,0.614061,34.77,13.76,70.02
S02,0.614061,34.79,14.65,70.47
S02,0.615343,34.79,15.96,70.89
S02,0.608936,34.79,17.91,71.28
S02,0.53077,34.79,20.32,71.58
S02,0.5218,34.81,22.9,71.88
S02,0.517956,34.81,25.38,72.18
S02,0.506423,34.81,27.58,72.41
S02,0.502579,34.81,29.57,72.63
S02,0.497453,34.84,31.68,72.85
S02,0.483358,34.84,34.32,72.94
S02,0.464137,34.84,37.81,73.05
S02,0.459011,34.84,42.54,73.14
