id,EDA,TEMP,BVP,HR
S14,4.0,4.0,64.0,1.0
S14,0.0,30.13,-0.0,63.0
S14,0.20887,30.13,-0.0,80.5
S14,0.265252,30.13,-0.0,81.33
S14,0.269096,30.13,-0.0,81.75
S14,0.274221,30.13,-0.0,104.4
S14,0.275503,30.13,-0.0,100.83
S14,0.278066,30.13,-0.0,98.71
S14,0.278066,30.13,-0.0,97.12
S14,0.266533,30.13,-0.0,95.78
S14,0.270377,30.13,-0.0,94.0
S14,0.27294,30.13,0.0,92.45
S14,0.270377,30.13,0.01,91.33
S14,0.270377,30.09,0.01,90.46
S14,0.274221,30.09,-0.0,89.86
S14,0.279347,30.09,-0.03,89.27
S14,0.289598,30.09,-0.05,88.69
S14,0.292161,30.13,-0.05,88.18
S14,0.294724,30.13,0.0,87.78
S14,0.296005,30.13,0.13,87.42
S14,0.297287,30.13,0.36,87.1
S14,0.29985,30.13,0.66,86.86
S14,0.29985,30.13,1.01,86.64
S14,0.298568,30.13,1.37,86.48
S14,0.298568,30.13,1.72,86.33
S14,0.29985,30.15,2.06,86.24
S14,0.29985,30.15,2.4,86.19
S14,0.304975,30.15,2.79,86.04
S14,0.29985,30.15,3.24,85.89
S14,0.297287,30.15,3.8,85.72
S14,0.29985,30.15,4.42,85.53
S14,0.297287,30.15,5.06,85.35
S14,0.297287,30.15,5.66,85.19
S14,0.297287,30.17,6.2,85.03
S14,0.294724,30.17,6.68,84.82
S14,0.294724,30.17,7.15,84.69
S14,0.292161,30.17,7.68,84.56
S14,0.293443,30.21,8.31,84.54
S14,0.292161,30.21,9.14,84.55
S14,0.29088,30.21,10.09,84.59
S14,0.29088,30.21,11.04,84.62
S14,0.297287,30.19,11.88,84.61
S14,0.29985,30.19,12.56,84.55
S14,0.287035,30.19,13.14,84.47
S14,0.284473,30.19,13.76,84.52
S14,0.285754,30.21,14.65,84.62
S14,0.285754,30.21,15.96,84.7
S14,0.284473,30.21,17.91,84.77
S14,0.284473,30.21,20.32,84.83
S14,0.28191,30.23,22.9,84.92
S14,0.284473,30.23,25.38,85.0
S14,0.284473,30.23,27.58,85.06
S14,0.287035,30.23,29.57,85.13
S14,0.287035,30.21,31.68,85.21
S14,0.294724,30.21,34.32,85.28
S14,0.294724,30.21,37.81,85.36
S14,0.296005,30.21,42.54,85.45
S14,0.296005,30.21,48.15,85.51
S14,0.294724,30.21,54.1,85.4
S14,0.293443,30.21,59.83,85.24
S14,0.293443,30.21,64.97,85.07
S14,0.29088,30.21,69.58,85.22
S14,0.29088,30.21,74.14,84.65
S14,0.289598,30.21,79.34,84.3
S14,0.288317,30.21,85.71,83.97
S14,0.287035,30.23,93.76,81.77
S14,0.285754,30.23,103.0,81.42
S14,0.285754,30.23,112.62,81.03
S14,0.284473,30.23,121.73,80.68
S14,0.283191,30.23,129.77,80.33
S14,0.283191,30.23,136.75,80.03
S14,0.283191,30.23,143.3,79.72
S14,0.28191,30.23,150.75,79.37
S14,0.28191,30.23,157.77,79.17
S14,0.28191,30.23,166.64,78.92
S14,0.28191,30.23,177.95,78.68
S14,0.280628,30.23,191.79,78.52
S14,0.28191,30.23,206.97,78.35
S14,0.28191,30.23,220.57,78.08
S14,0.280628,30.23,228.25,77.93
S14,0.279347,30.23,225.36,77.8
S14,0.280628,30.27,208.53,77.67
S14,0.283191,30.27,176.87,77.62
S14,0.283191,30.27,132.76,77.58
S14,0.285754,30.27,80.05,77.57
S14,0.285754,30.25,23.07,77.52
S14,0.284473,30.25,-34.94,77.43
S14,0.284473,30.25,-92.44,77.43
S14,0.285754,30.25,-149.16,77.42
S14,0.283191,30.27,-205.23,77.43
S14,0.283191,30.27,-260.37,77.48
S14,0.283191,30.27,-313.74,77.53
S14,0.283191,30.27,-363.87,77.57
S14,0.280628,30.27,-409.83,77.6
S14,0.280628,30.27,-450.91,77.67
S14,0.280628,30.27,-486.5,77.68
S14,0.280628,30.27,-515.74,77.7
S14,0.280628,30.29,-537.23,77.65
S14,0.28191,30.29,-549.22,77.6
S14,0.28191,30.29,-549.96,77.5
S14,0.283191,30.29,-538.37,77.43
S14,0.283191,30.29,-514.21,77.4
S14,0.284473,30.29,-478.67,77.4
S14,0.284473,30.29,-433.88,77.42
S14,0.285754,30.29,-382.45,77.33
S14,0.287035,30.29,-327.02,77.15
S14,0.285754,30.29,-269.84,76.97
S14,0.287035,30.29,-212.63,76.77
S14,0.287035,30.29,-156.66,76.58
S14,0.287035,30.27,-102.95,76.38
S14,0.288317,30.27,-52.37,76.2
S14,0.289598,30.27,-5.9,76.03
S14,0.289598,30.27,35.58,75.87
S14,0.292161,30.33,71.43,75.68
S14,0.293443,30.33,101.35,75.6
S14,0.294724,30.33,125.5,75.5
S14,0.296005,30.33,144.38,75.4
S14,0.294724,30.35,158.7,75.33
S14,0.293443,30.35,169.15,75.43
S14,0.294724,30.35,176.37,75.58
S14,0.293443,30.35,180.75,75.77
S14,0.292161,30.33,182.57,76.02
S14,0.289598,30.33,182.06,76.4
S14,0.292161,30.33,179.5,76.82
S14,0.29088,30.33,175.24,77.23
S14,0.289598,30.35,169.68,77.65
S14,0.289598,30.35,163.23,78.07
S14,0.287035,30.35,156.2,78.47
S14,0.287035,30.35,148.83,78.83
S14,0.288317,30.33,141.23,79.23
S14,0.287035,30.33,133.49,79.7
S14,0.287035,30.33,125.65,80.2
S14,0.287035,30.33,117.79,80.68
S14,0.285754,30.35,110.0,81.0
S14,0.285754,30.35,102.37,81.33
S14,0.283191,30.35,94.95,81.67
S14,0.284473,30.35,87.78,81.97
